,price_x,type_x,address_x,url,agent_url,number_bedrooms,District Name,Latitude,Longitude,Latitude_a,Longitude_a,county,Postcode_complete,suburb,Cluster Label,address,price_y,type_y,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,11th Most Common Venue,12th Most Common Venue,13th Most Common Venue,14th Most Common Venue,15th Most Common Venue,16th Most Common Venue,17th Most Common Venue,18th Most Common Venue,19th Most Common Venue,20th Most Common Venue
489,1517,Studio flat,"Plaza, London, E14",http://www.rightmove.co.uk/property-to-rent/property-87192695.html,http://www.rightmove.co.uk/estate-agents/agent/The-Collective/Canary-Wharf-213626.html,0.0,Poplar,51.514947,-0.0930461,51.4464242,-0.4108148,London Borough of Hounslow,,Feltham,1,"Plaza, London, E14",1517,Studio flat,Supermarket,Clothing Store,Memorial Site,Portuguese Restaurant,Sandwich Place,Pizza Place,Platform,Pharmacy,Discount Store,Mexican Restaurant,American Restaurant,Shopping Mall,Park,Factory,Field,Falafel Restaurant,Farm,Fabric Shop,Farmers Market,Fast Food Restaurant
490,1900,2 bedroom apartment,"Sulgrave Road, London, W6",http://www.rightmove.co.uk/property-to-rent/property-66815313.html,http://www.rightmove.co.uk/estate-agents/agent/Townends-Lettings/Chiswick--Lettings-13325.html,2.0,Hammersmith,51.5073219,-0.1276474,51.4984053,-0.2254161,London Borough of Hammersmith and Fulham,W6 7PX,Brook Green,7,"Sulgrave Road, London, W6",1900,2 bedroom apartment,Hotel,Pub,Coffee Shop,Grocery Store,Gym / Fitness Center,Chinese Restaurant,Supermarket,Bed & Breakfast,Gym,Boarding House,Thai Restaurant,Tapas Restaurant,Gastropub,Street Food Gathering,Bakery,Steakhouse,French Restaurant,Café,Fish Market,Fish & Chips Shop
491,1473,1 bedroom flat,"Chichele Road, Willesden Green, London NW2",http://www.rightmove.co.uk/property-to-rent/property-87192635.html,http://www.rightmove.co.uk/estate-agents/agent/Alexanders-Property-Consultants/West-Hampstead-68260.html,1.0,Cricklewood,51.5600375,-0.2180038,51.5649,-0.2312,,NW2,,19,"Chichele Road, Willesden Green, London NW2",1473,1 bedroom flat,Warehouse Store,Furniture / Home Store,Chinese Restaurant,Arts & Crafts Store,Indoor Play Area,Pub,Gas Station,Grocery Store,Sporting Goods Shop,Field,Film Studio,Filipino Restaurant,Farmers Market,Fast Food Restaurant,Fish Market,Farm,Falafel Restaurant,Factory,Fish & Chips Shop,Zoo Exhibit
492,1000,Property,"Belsize Park, London, NW3",http://www.rightmove.co.uk/property-to-rent/property-87192584.html,http://www.rightmove.co.uk/estate-agents/agent/Stones-Residential/Belsize-Park-106225.html,,Hampstead,51.4893335,-0.1440551,51.5473926,-0.1683005,London Borough of Camden,NW3 4JH,Belsize Park,2,"Belsize Park, London, NW3",1000,Property,Café,Hotel,Coffee Shop,Indian Restaurant,Bakery,Convenience Store,Pizza Place,Bus Stop,Italian Restaurant,Deli / Bodega,Food & Drink Shop,Pub,Outdoors & Recreation,Massage Studio,Thrift / Vintage Store,Gift Shop,Grocery Store,Movie Theater,Pharmacy,Hill
493,850,House share,"Saxon Drive, Acton, W3",http://www.rightmove.co.uk/property-to-rent/property-66815229.html,http://www.rightmove.co.uk/estate-agents/agent/haart/Ealing---Lettings-11443.html,,Acton,51.5073219,-0.1276474,51.5205464,-0.276043,London Borough of Ealing,W3 0NX,Acton,6,"Saxon Drive, Acton, W3",850,House share,Music Venue,Café,Japanese Restaurant,Recreation Center,Flower Shop,Grocery Store,Metro Station,Film Studio,Park,Filipino Restaurant,Zoo Exhibit,Field,Fish Market,Fast Food Restaurant,Farmers Market,Farm,Fish & Chips Shop,Food,Flea Market,Factory
494,1603,Studio flat,"B/501, SW1V",http://www.rightmove.co.uk/property-to-rent/property-66815211.html,http://www.rightmove.co.uk/estate-agents/agent/Dolphin-Square/London-58030.html,0.0,,,,57.6592268,11.8718698,Göteborg,426 79,Fiskebäck,4,"B/501, SW1V",1603,Studio flat,Pizza Place,Grocery Store,Zoo Exhibit,Event Space,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Fish Market,Flea Market,Flower Shop,Food,Food & Drink Shop,Food Court
495,2058,2 bedroom apartment,"King Henrys Reach, Manbre Road, Hammersmith, W6",http://www.rightmove.co.uk/property-to-rent/property-87192512.html,http://www.rightmove.co.uk/estate-agents/agent/Quinta-Estates/London-191678.html,2.0,Hammersmith,51.5073219,-0.1276474,51.4925,-0.2204,,W6,,1,"King Henrys Reach, Manbre Road, Hammersmith, W6",2058,2 bedroom apartment,Coffee Shop,Pub,Sandwich Place,Gym / Fitness Center,Café,Cocktail Bar,Hotel,Pharmacy,Park,Gym,Burger Joint,Sushi Restaurant,English Restaurant,Stationery Store,Bubble Tea Shop,Bar,Beer Bar,Plaza,Fast Food Restaurant,Farmers Market
496,2253,Studio flat,"Hill Street, London, W1J",http://www.rightmove.co.uk/property-to-rent/property-87192488.html,http://www.rightmove.co.uk/estate-agents/agent/Reiss-Samuels/London-115768.html,0.0,Mayfair,51.5064186,-0.1472194,51.5107061,-0.1444552,Westminster,W1J 6QB,Mayfair,2,"Hill Street, London, W1J",2253,Studio flat,Boutique,Art Gallery,Clothing Store,Hotel,French Restaurant,Lounge,Indian Restaurant,Pub,Italian Restaurant,Jewelry Store,Cocktail Bar,Japanese Restaurant,Juice Bar,Leather Goods Store,Modern European Restaurant,Cantonese Restaurant,Seafood Restaurant,Spanish Restaurant,Tailor Shop,Hotel Bar
497,1075,1 bedroom flat,"Scottley House, Hare Street, Woolwich",http://www.rightmove.co.uk/property-to-rent/property-87192479.html,http://www.rightmove.co.uk/estate-agents/agent/Indigo-Property-Management/Central-Woolwich-110177.html,1.0,,,,43.91869,-69.80116,Sagadahoc County,,,0,"Scottley House, Hare Street, Woolwich",1075,1 bedroom flat,Travel Agency,Convenience Store,Seafood Restaurant,Thrift / Vintage Store,Fish Market,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Zoo Exhibit,Exhibit,Flower Shop,Food,Food & Drink Shop
498,2200,2 bedroom flat,"Renaissance Square Apartments, Chiswick W4",http://www.rightmove.co.uk/property-to-rent/property-87192467.html,http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Lettings/Chiswick-105656.html,2.0,Chiswick,51.5073219,-0.1276474,51.4927,-0.258,,W4,,1,"Renaissance Square Apartments, Chiswick W4",2200,2 bedroom flat,Coffee Shop,Pub,Café,Pizza Place,Bakery,Bookstore,Italian Restaurant,Hotel,Burger Joint,Ice Cream Shop,Grocery Store,Park,French Restaurant,Platform,Supermarket,Restaurant,Thai Restaurant,Playground,Japanese Restaurant,Vietnamese Restaurant
499,4767,4 bedroom house,"Montrose Avenue, Queens Park, London",http://www.rightmove.co.uk/property-to-rent/property-66815172.html,http://www.rightmove.co.uk/estate-agents/agent/Parkheath/Kensal-Rise-151640.html,4.0,,,,51.6399396,0.4138362,,,,4,"Montrose Avenue, Queens Park, London",4767,4 bedroom house,Pharmacy,Home Service,Seafood Restaurant,Grocery Store,Film Studio,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Fish & Chips Shop,Event Service,Fish Market,Flea Market,Flower Shop,Food
500,3445,2 bedroom house,Elm Park Lane Chelsea SW3,http://www.rightmove.co.uk/property-to-rent/property-85868171.html,http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Lettings/South-Kensington-128629.html,2.0,Chelsea,51.4893335,-0.1440551,51.4871251,-0.1782717,Royal Borough of Kensington and Chelsea,SW3 6DD,Brompton,1,Elm Park Lane Chelsea SW3,3445,2 bedroom house,Italian Restaurant,Juice Bar,French Restaurant,Restaurant,Japanese Restaurant,Café,Diner,Bakery,Cocktail Bar,Nightclub,Burger Joint,Gourmet Shop,Asian Restaurant,Chinese Restaurant,Peruvian Restaurant,Stationery Store,Steakhouse,Gastropub,Lounge,Sandwich Place
501,2800,2 bedroom property,"Claverton Street, London, SW1V",http://www.rightmove.co.uk/property-to-rent/property-87191318.html,http://www.rightmove.co.uk/estate-agents/agent/Stones-Residential/Belsize-Park-106225.html,2.0,,,,51.4863638,-0.1377436,Westminster,SW1V 3LF,Pimlico,2,"Claverton Street, London, SW1V",2800,2 bedroom property,Hotel,Indian Restaurant,Pizza Place,Pub,Bus Stop,Plaza,Deli / Bodega,Gym Pool,Performing Arts Venue,Bar,Bakery,Coffee Shop,Moroccan Restaurant,Tapas Restaurant,Bike Rental / Bike Share,Fish & Chips Shop,Pier,Spa,Supermarket,Garden
502,1900,4 bedroom house,"Maynard Road, Walthamstow, London",http://www.rightmove.co.uk/property-to-rent/property-67558522.html,http://www.rightmove.co.uk/estate-agents/agent/Outlook/Walthamstow-56757.html,4.0,,,,51.581033,-0.0083419,London Borough of Waltham Forest,E17,Leyton,19,"Maynard Road, Walthamstow, London",1900,4 bedroom house,Pub,Coffee Shop,Italian Restaurant,Restaurant,Brewery,Tapas Restaurant,Art Gallery,Pizza Place,Museum,Convenience Store,Distillery,Café,Grocery Store,Farmers Market,Flea Market,Field,Fast Food Restaurant,Filipino Restaurant,Film Studio,Farm
503,1725,2 bedroom flat,"Gunnersbury Lane, Acton, London, W3",http://www.rightmove.co.uk/property-to-rent/property-87190949.html,http://www.rightmove.co.uk/estate-agents/agent/Orchards-Of-London/Ealing-77018.html,2.0,Acton,51.5073219,-0.1276474,51.5082751,-0.2761784,London Borough of Ealing,W3,Acton,19,"Gunnersbury Lane, Acton, London, W3",1725,2 bedroom flat,Pub,Chinese Restaurant,Hotel,Gym / Fitness Center,Middle Eastern Restaurant,Grocery Store,Pharmacy,Cocktail Bar,Coffee Shop,Fast Food Restaurant,Thai Restaurant,Sandwich Place,Pizza Place,Brewery,Fish & Chips Shop,Food,Forest,Food Truck,Fabric Shop,Food Stand
504,1300,1 bedroom flat,"Hessel Street, London",http://www.rightmove.co.uk/property-to-rent/property-86302760.html,http://www.rightmove.co.uk/estate-agents/agent/Completion-Sales-and-Lettings-Ltd/London-12604.html,1.0,,,,51.5140802,-0.0624394,London Borough of Tower Hamlets,E1 2LR,St. George in the East,2,"Hessel Street, London",1300,1 bedroom flat,Hotel,Indian Restaurant,Pub,Korean Restaurant,Sandwich Place,Coffee Shop,Café,Gym / Fitness Center,Grocery Store,Middle Eastern Restaurant,Boxing Gym,Movie Theater,Steakhouse,Bus Stop,North Indian Restaurant,Camera Store,Bar,Flower Shop,Outdoor Sculpture,Fast Food Restaurant
505,2535,1 bedroom apartment,"Wandsworth Road, London, SW8",http://www.rightmove.co.uk/property-to-rent/property-87188717.html,http://www.rightmove.co.uk/estate-agents/agent/Ville-City/London-111143.html,1.0,South Lambeth,51.4893335,-0.1440551,51.4699602,-0.1384355,London Borough of Lambeth,SW4 6LG,,19,"Wandsworth Road, London, SW8",2535,1 bedroom apartment,Pub,Restaurant,Bar,Deli / Bodega,Park,Caribbean Restaurant,Fish & Chips Shop,Bus Stop,Grocery Store,Gym / Fitness Center,Furniture / Home Store,Indian Chinese Restaurant,Filipino Restaurant,Event Space,Exhibit,Fabric Shop,Factory,Falafel Restaurant,Farm,Farmers Market
506,6912,5 bedroom terraced house,"St Mary Abbots Terrace, London, W14",http://www.rightmove.co.uk/property-to-rent/property-86170394.html,http://www.rightmove.co.uk/estate-agents/agent/Wedgewood-Estates/London-102385.html,5.0,West Kensington,51.5073219,-0.1276474,51.4979997,-0.2031266,Royal Borough of Kensington and Chelsea,W14 8NX,Earl's Court,2,"St Mary Abbots Terrace, London, W14",6912,5 bedroom terraced house,Pub,Hotel,Café,Persian Restaurant,Italian Restaurant,Supermarket,Coffee Shop,Modern European Restaurant,Restaurant,Pizza Place,Thai Restaurant,Garden,Gift Shop,Mediterranean Restaurant,Tennis Court,Middle Eastern Restaurant,Breakfast Spot,Grocery Store,Indian Restaurant,Opera House
507,1075,1 bedroom apartment,Woolwich Central,http://www.rightmove.co.uk/property-to-rent/property-66815124.html,http://www.rightmove.co.uk/estate-agents/agent/Mann-Lettings/Woolwich-74383.html,1.0,,,,51.4826696,0.0623335,,SE18 6FX,,8,Woolwich Central,1075,1 bedroom apartment,Park,Rental Car Location,Child Care Service,Bus Stop,Zoo Exhibit,Fish Market,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Flea Market,Exhibit,Flower Shop,Food,Food & Drink Shop
508,1700,3 bedroom house,"Harvard Road, Hither Green, SE13",http://www.rightmove.co.uk/property-to-rent/property-66612849.html,http://www.rightmove.co.uk/estate-agents/agent/Mann-Lettings/Lewisham-51234.html,3.0,Lewisham,51.514947,-0.0930461,51.4531681,-0.009812,London Borough of Lewisham,SE13 6SF,Hither Green,5,"Harvard Road, Hither Green, SE13",1700,3 bedroom house,Café,Fish & Chips Shop,Park,Social Club,Pub,Gym / Fitness Center,Grocery Store,Zoo Exhibit,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish Market,Fabric Shop,Flea Market,Flower Shop,Food
509,1600,3 bedroom house,"Periton Road, Eltham, SE9",http://www.rightmove.co.uk/property-to-rent/property-66707088.html,http://www.rightmove.co.uk/estate-agents/agent/Mann-Lettings/Lewisham-51234.html,3.0,Eltham,51.4313129,0.0331403,51.4506,0.0522,,SE9,,19,"Periton Road, Eltham, SE9",1600,3 bedroom house,Pub,Fast Food Restaurant,Department Store,Mediterranean Restaurant,Supermarket,Video Game Store,Grocery Store,Clothing Store,Bus Stop,Bookstore,Coffee Shop,Bar,Bakery,Historic Site,Sandwich Place,Pharmacy,Gym / Fitness Center,Movie Theater,Italian Restaurant,Warehouse Store
510,1500,2 bedroom flat,"Holly Lodge, Lewisham, SE13",http://www.rightmove.co.uk/property-to-rent/property-66573813.html,http://www.rightmove.co.uk/estate-agents/agent/Mann-Lettings/Lewisham-51234.html,2.0,Lewisham,51.514947,-0.0930461,51.456233,-0.007532,London Borough of Lewisham,SE13 5HQ,Hither Green,19,"Holly Lodge, Lewisham, SE13",1500,2 bedroom flat,Pub,Café,Video Game Store,Turkish Restaurant,Supermarket,Park,Coffee Shop,Gym / Fitness Center,Fast Food Restaurant,Grocery Store,Zoo Exhibit,Field,Farmers Market,Film Studio,Farm,Falafel Restaurant,Filipino Restaurant,Fish Market,Fish & Chips Shop,Fabric Shop
511,9750,2 bedroom apartment,"Berkeley Street, Mayfair, London, W1J",http://www.rightmove.co.uk/property-to-rent/property-66815082.html,http://www.rightmove.co.uk/estate-agents/agent/Carter-Jonas-Lettings/Mayfair-48612.html,2.0,Mayfair,51.5064186,-0.1472194,51.5093025,-0.1445214,Westminster,W1J 6EA,Mayfair,2,"Berkeley Street, Mayfair, London, W1J",9750,2 bedroom apartment,Boutique,Clothing Store,Art Gallery,Hotel,French Restaurant,Indian Restaurant,Seafood Restaurant,Lounge,Cocktail Bar,Jewelry Store,Japanese Restaurant,Italian Restaurant,Restaurant,Leather Goods Store,Pub,Tailor Shop,Social Club,Dessert Shop,Cantonese Restaurant,Plaza
512,1250,2 bedroom flat,"Oakways, Eltham, SE9",http://www.rightmove.co.uk/property-to-rent/property-66759402.html,http://www.rightmove.co.uk/estate-agents/agent/Mann-Lettings/Lewisham-51234.html,2.0,Eltham,51.4313129,0.0331403,51.4504434,0.0662483,Royal Borough of Greenwich,,Avery Hill,2,"Oakways, Eltham, SE9",1250,2 bedroom flat,Motorcycle Shop,Indian Restaurant,Campground,Zoo Exhibit,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Fish Market,Flea Market,Flower Shop,Food,Fabric Shop,Food & Drink Shop,Food Court,Food Stand
513,1000,1 bedroom flat,"High Road, South Tottenham, N15",http://www.rightmove.co.uk/property-to-rent/property-66815052.html,http://www.rightmove.co.uk/estate-agents/agent/Pointview-Estates/London-123322.html,1.0,South Tottenham,51.514947,-0.0930461,51.5780974,-0.0731378,London Borough of Haringey,N15 6EJ,,4,"High Road, South Tottenham, N15",1000,1 bedroom flat,Grocery Store,Train Station,Brazilian Restaurant,Breakfast Spot,Food & Drink Shop,Concert Hall,Fast Food Restaurant,Pizza Place,Park,Hardware Store,Fish & Chips Shop,Field,Farmers Market,Farm,Filipino Restaurant,Film Studio,Zoo Exhibit,Flea Market,Fish Market,Factory
514,1200,1 bedroom flat,"Burnt Ash Road, London, SE12",http://www.rightmove.co.uk/property-to-rent/property-66689334.html,http://www.rightmove.co.uk/estate-agents/agent/Mann-Lettings/Lewisham-51234.html,1.0,Lee,51.4410285,0.01961,51.4530091,0.0118397,London Borough of Lewisham,SE12 8RA,Blackheath,5,"Burnt Ash Road, London, SE12",1200,1 bedroom flat,Café,Pub,Italian Restaurant,Shopping Plaza,Fried Chicken Joint,Gym / Fitness Center,Middle Eastern Restaurant,Pharmacy,Grocery Store,Coffee Shop,Train Station,Fish & Chips Shop,Kebab Restaurant,Supermarket,Food Court,Fountain,Forest,Factory,Falafel Restaurant,Food Truck
515,3358,3 bedroom apartment,Sheldon Square London W2,http://www.rightmove.co.uk/property-to-rent/property-87188840.html,http://www.rightmove.co.uk/estate-agents/agent/Hamptons-International-Lettings/Paddington-43739.html,3.0,Head district,51.4893335,-0.1440551,51.5193924,-0.180058,Westminster,,Paddington,5,Sheldon Square London W2,3358,3 bedroom apartment,Café,Pub,Gym / Fitness Center,Grocery Store,Coffee Shop,Chocolate Shop,Persian Restaurant,Seafood Restaurant,Beer Bar,Business Service,Gym,Gourmet Shop,Outdoor Sculpture,Theater,Garden Center,Garden,Fast Food Restaurant,Sushi Restaurant,Canal,Souvenir Shop
516,950,1 bedroom flat,"Lancaster Road, London, EN2",http://www.rightmove.co.uk/property-to-rent/property-87188804.html,http://www.rightmove.co.uk/estate-agents/agent/Atkinsons-Residential/The-Letting-Line-68966.html,1.0,,,,51.6639612,-0.0820107,London Borough of Enfield,EN2 0JJ,Carterhatch,15,"Lancaster Road, London, EN2",950,1 bedroom flat,Music Store,Indian Restaurant,Pizza Place,Grocery Store,Bakery,Coffee Shop,Pub,Filipino Restaurant,Field,Zoo Exhibit,Fast Food Restaurant,Fish & Chips Shop,Farmers Market,Farm,Falafel Restaurant,Factory,Film Studio,Flea Market,Fish Market,Exhibit
517,2492,3 bedroom apartment, Heathway Court,http://www.rightmove.co.uk/property-to-rent/property-87113105.html,http://www.rightmove.co.uk/estate-agents/agent/Hillson/London-201554.html,3.0,,,,38.6386124,-77.0747553,Charles County,20616,,8, Heathway Court,2492,3 bedroom apartment,Park,Zoo Exhibit,Flea Market,Factory,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Filipino Restaurant,Film Studio,Fish & Chips Shop,Fish Market,Flower Shop,Exhibit,Food,Food & Drink Shop,Food Court,Food Stand,Food Truck
518,1100,2 bedroom flat,"Amblecote Road, London, SE12",http://www.rightmove.co.uk/property-to-rent/property-66814596.html,http://www.rightmove.co.uk/estate-agents/agent/Mann-Lettings/Lewisham-51234.html,2.0,Lee,51.4410285,0.01961,51.4307237,0.0233462,London Borough of Lewisham,SE12 9TN,Grove Park,4,"Amblecote Road, London, SE12",1100,2 bedroom flat,Platform,Park,Grocery Store,Pub,Fast Food Restaurant,Coffee Shop,Indian Restaurant,Chinese Restaurant,Fried Chicken Joint,Train Station,Gym / Fitness Center,Field,Falafel Restaurant,Farm,Factory,Fabric Shop,Farmers Market,Zoo Exhibit,Exhibit,Film Studio
519,2167,Studio flat,"Hill Street, London, W1J",http://www.rightmove.co.uk/property-to-rent/property-87188744.html,http://www.rightmove.co.uk/estate-agents/agent/Reiss-Samuels/London-115768.html,0.0,Mayfair,51.5064186,-0.1472194,51.5107061,-0.1444552,Westminster,W1J 6QB,Mayfair,2,"Hill Street, London, W1J",2167,Studio flat,Boutique,Art Gallery,Clothing Store,Hotel,French Restaurant,Lounge,Indian Restaurant,Pub,Italian Restaurant,Jewelry Store,Cocktail Bar,Japanese Restaurant,Juice Bar,Leather Goods Store,Modern European Restaurant,Cantonese Restaurant,Seafood Restaurant,Spanish Restaurant,Tailor Shop,Hotel Bar
520,2817,1 bedroom apartment," Kensington Garden Square, Bayswater, W2",http://www.rightmove.co.uk/property-to-rent/property-66814563.html,http://www.rightmove.co.uk/estate-agents/agent/Knightsbridge/Estate-Agents-111955.html,1.0,Head district,51.4893335,-0.1440551,51.5133259,-0.1908292,Westminster,W2 4BH,Bayswater,1," Kensington Garden Square, Bayswater, W2",2817,1 bedroom apartment,Café,Pub,Chinese Restaurant,Coffee Shop,Hotel,Gym / Fitness Center,Pizza Place,Persian Restaurant,Greek Restaurant,Market,Bar,Grocery Store,French Restaurant,Garden,Burger Joint,Vegetarian / Vegan Restaurant,Restaurant,Bakery,Ice Cream Shop,Italian Restaurant
